899124;Memorie Corsair Vengeance LPX 16GB (2x8GB) DIMM, DDR4, 2400MHz, CL14, 1.2V, XMP 2.0, Black
870130;Casti gaming Razer Kraken Pro 2015, Negru
813821;Apa de toaleta Kenzo Flower By Kenzo Summer, Femei, 50ml
431442;Apa de Toaleta Joop! Joop!, Barbati, 125ml
194109;Obiectiv Nikon 40mm f/2.8G ED AF-S DX Micro
1312890;Pantaloni lungi Puma ESS pentru barbati, Grey, M
1294731;Rochie rosu stacojiu cu funda din panglici, Iska, 12
1294730;Rochie rosu stacojiu cu funda din panglici, Iska, 10
1291124;Jeansi anti-fit albastri Erik, Jack Jones, W33-L32
833205;Sandwich-maker Breville Panini VST025X-01, 1000 W, Negru/Inox
807162;Cum sa te faci dorita de toti barbatii - Marie Forleo
465720;Telefon mobil Nokia 130, Black
107212;Cartus HP #364 Cyan
1327808;Casca Ski Adulti, Kondition, Snow, Marime M, Negru
1327807;Casca Ski Adulti, Kondition, Snow, Marime M, Roz
1312889;Pantaloni lungi Puma ESS pentru barbati, Grey, S
1294729;Rochie rosu stacojiu cu funda din panglici, Iska, 8
1291123;Rochie dreapta bleumarin cu imprimeu multicolor, Iska, 16
1290807;Tocator Heinner HMC-600AC, 600W, Bol de sticla, 3 lame, Negru/Inox
1250379;Ceas de Dama Fossil Stella ES3814
1229287;Jacheta Asics Kingfisher pentru femei, Kingfisher, XS
1229258;Short Asics Fuze X 5 pentru femei, Print Black, XS
1218567;"Laptop ASUS A541UV-XX366D cu procesor Intel® Core™ i5-6198DU 2.30GHz, Skylake™, 15.6"", 4GB, 1TB, DVD-RW, nVIDIA® GeForce® 920MX 2GB, Free DOS, Chocolate Black"
484726;Inteligenta emotionala - Daniel Goleman
334366;Telefon mobil Nokia 108, Black
1317717;Aspirator fara sac Dirt Devil Func DD2820-4, 1000W, 2.5l, Rosu
1312847;Pantaloni lungi Puma BMW MSP Logo pentru barbati, Grey, M
1294728;Rochie rosu stacojiu cu funda din panglici, Iska, 6
1291122;Rochie dreapta bleumarin cu imprimeu multicolor, Iska, 14
1290805;Espressor Heinner HEM-150BK, 240 ml, 3.5 bar, Negru
1229256;Short Asics Fuze X 5 pentru femei, Print Black, M
918361;Sistem Desktop PC ASUS P30AD-RO009D cu procesor Intel® Celeron™ G1840 2.80GHz, 4GB, 500GB, DVD-RW, FreeDOS, Mouse + Tastatura
816159;Telefon mobil Huawei P8 Lite, Dual Sim, 16 GB, 4G, Black
791433;Figurina Jurassic World Dinozaur T-Rex, cu accesorii
391567;Apa de Toaleta David Beckham Classic, Barbati, 60ml
244788;HDD WD Red 3TB, 5400rpm, 64MB cache, SATA III
191475;Cantar cu analizator corporal E-Boda CEP2011, 5 functii, 10 memorii, sticla, Negru
1327804;Sanie mare din plastic, Mappy, Verde
1317430;Sistem Desktop PC HP EliteDesk 800 G2 Tower cu procesor Intel® Core™ i3-6100 3.70 GHz, Skylake™, 4GB, 500GB, DVD-RW, Intel® HD Graphics 530, Microsoft Windows 7 Pro + Windows 10 Pro, Mouse + Tastatura
1317420;Televizor LED Philips, 108 cm, 43HFL2849T, Full HD
1317408;Sistem Desktop PC HP ProDesk 600 G1 MicroTower cu procesor Intel® Core™ i5-4590 3.30 GHz, Haswell™, 8GB, 500GB, Intel® HD Graphics 4600, Free DOS, Mouse + Tastatura
1312755;Pantaloni lungi Puma RBR  pentru barbati, Grey, M
1294715;Suport schiuri cu prindere pe bare transversale, cu antifurt echipament sportiv, pentru 4 perechi schiuri sau 2 snowboard
1291121;Rochie dreapta bleumarin cu imprimeu multicolor, Iska, 12
1274533;Recipient mancare animale BranQ
1250933;Ceas de Dama Daniel Klein 8680161363910
1249490;Husa de protectie A+ Case Peel pentru iPhone 7, rose gold
720701;Mouse Optic HP X1200, USB, Rosu
597453;Perie cu aer cald Babyliss Airstyler  2655E, 300 W, ceramica, perie 19 mm, 2 trepte de temperatura, 2 trepte de viteza, functie aer rece, Negru
162154;Memorie USB Serioux DataVault V35, 16GB, USB 2.0, Negru
120494;Kit Triple Channel Corsair 6GB (3 x 2GB), DDR3, 1600MHz
107210;Cartus HP #364 Negru
1327803;Sanie din plastic, Mappy, Albastru
1327802;Sanie din plastic, Mappy, Roz
1317262;Tastatura gaming  SteelSeries Apex 100
1312145;Brad artificial de Craciun, Alaska Cris, 1,8m, Verde
1294712;Restul e tacere - Carla Guelfenbein
1291589;Pantofi sport New Balance 410 pentru femei, Pink, 38
1291120;Rochie dreapta bleumarin cu imprimeu multicolor, Iska, 10
1290804;Mixer de mana Heinner HM-B400, 400W, 5 viteze, Negru/Inox
1252243;Set suporturi auto A+ 3 in 1 - parbriz,aer,bord,negru
1227345;"Short Nike 7"" Distance pentru barbati, Royal Blue/Obsidian, S"
1169726;Laptop HP 250 G5 cu procesor Intel® Core™ i5-6200U 2.30Ghz, 15.6'', 8GB, 1TB, Intel® HD Graphics 520, Free DOS, Black
835982;"Suport TV Sanus ""VLMF109"""
319990;Creion de ochi Automatic Astor Volume Definer 04 Navy
1327811;Casca Ski Adulti, Kondition, Ravene Pro, Marime L, Negru
1327801;Sanie mica din plastic, Mappy, Galben
1294710;Scurta istorie a sapte crime - Marlon James
1294709;15 lucruri la care trebuie sa renunti pentru a fi fericit  - Luminitia D. Saviuc
1291588;Pantofi sport New Balance 410 pentru femei, Pink, 37.5
1291119;Rochie dreapta bleumarin cu imprimeu multicolor, Iska, 8
1290803;Mixer cu bol Heinner HMBR-300W, Bol Rotativ Inox, 300W, 3.4L, Alb
1169138;Blender Star-Light BD-600BS, 600W, 1.5l, 5 viteze + functie Pulse, Negru/Inox
920839;"Pachet promo: Rucsac laptop Case Logic WMBP115K, 15.6"", Black + Cooler laptop Deepcool N400, 15.6"", Black"
555647;Cablu A+ DVI-DVI, 1.8m, Negru
539683;Folie de protectie A+ Tempered Glass pentru iPhone 6/6S
320009;Creion de ochi Astor Eye Artist Kajal 87 Pacific Shimmer
317600;Jucarie Hagen Pisica Catit Food Maze
1327810;Casca Ski Adulti, Kondition, Ravene Pro, Marime L, Mov
1327799;Sanie mica din plastic, Mappy, Albastru
1312064;Telefon mobil Karbonn K9 Smart, Dual SIM, 8GB, White Gold
1295924;Omul care aduce ploaia - John Grisham
1294525;Oaspeti Neasteptati - Shirley Barber
1294524;Sania lui Mos Craciun - Emile Beaumont
1291118;Rochie dreapta bleumarin cu imprimeu multicolor, Iska, 6
1290802;Mixer planetar Heinner HPM-8012X, 800W, Miscare eliptica, Bol Inox, Alb
1281308;Set de constructie Momki, Masina politie
1229335;Short Asics 2 In One pentru barbati, Dark Grey/Volt, XL
1092893;Ceas de Dama Daniel Klein 8680161348597
835964;"Suport TV Sanus ""VLF220"""
442145;Ventilator Noctua NF-S12B redux-1200 PWM, 120 x 120 x 25 mm
422383;HDD WD Purple 3TB, 5400rpm, 64MB cache, SATA III
1327809;Casca Ski Adulti, Kondition, Snow, Marime L, Negru
1327798;Sanie mica din plastic, Mappy, Rosu
1312058;Pantofi sport Adidas Gazelle 2 pentru copii, Navy/White, 37.5
1297063;Aparat foto DSLR Nikon D5600, Kit AF-P 18-55mm VR, Negru
1297061;Fier de calcat Gorenje SIH2200PC, talpa inox, 2200W, 0.35 l, 22 g/min, 80 g/min, Roz/Alb
1295923;Nevinovatul - John Grisham
1295922;Miracolul - Nicholas Sparks
1295921;Draga John - Nicholas Sparks
1294523;Alice Asteapta Craciunul - Emile Beaumont
1294521;Craciunul in Culori
1294520;Culorile Iernii
1294519;Iarna In Culori (Carte de Colorat)
1291587;Pantofi sport New Balance 410 pentru femei, Pink, 37
1291585;Pantofi sport New Balance 996 pentru femei, White, 37.5
1291117;Rochie multicolora cu maneci lungi, Iska, 16
1285710;Echipament fotbal Nike FC Barcelona Home pentru copii, Royal/Red, M
1281306;Set de constructie Momki, Statie pompieri
1229333;Short Asics 2 In One pentru barbati, Dark Grey/Volt, L
1077226;Sosete Joma Long pentru barbati, Alb, S
989489;Cooler procesor Scythe Grand Kama Cross 3 CGKC-3000, compatibil Intel/AMD
835823;Thomson Cablu Scart 3 m
311330;Cantar de baie Heinner HBS-150-BK, 150 KG, Negru
298998;Acumulator Samsung EB-B600BEBECWW, 2600mAh pentru Galaxy S4 i9500/i9505
1325810;Odorizante AIR menline happy spray rezerva, 3x15ml, Marine wave
1311974;Bustiera Puma PWRSHAPE Forever pentru femei, Black, M
1299209;Prelungitor Tuncmatik Power Surge, 6 prize Schuko cu protectie, cablu 3m, comutator pornit/oprit, Negru
1297060;Storcator de fructe si legume Gorenje JC 800 Y, 800 W, Recipient suc 1 l, Recipient pulpa 2 l, 2 Viteze, Tub de alimentare larg, Alb/Galben
1295890;Civilizatia uitata - Robert M. Schoch
1295889;Cel mai bun tata - Alex Zamfir
1295680;ESET Smart Security Premium 2017, v10, 1 utilizator, 1 an, BOX, Retail
1294518;Lumea Magica a lui Mos Craciun
1294517;Asteptand Craciunul
1294516;Tu Esti Mos Craciun? - M.Scharff-Kniemeyer, N.Landa
1294515;Mos Craciun, Nu Ma Uita! - M.Scharff-Kniemeyer, N. Landa
1291445;Televizor LED Star-Light, 80 cm, 32DM2200, HD Ready
1291388;Card de memorie Sony MicroSD Expert UHS-I, 128GB, Class 10, R95MB/s ,W70MB/s
1291116;Rochie multicolora cu maneci lungi, Iska, 14
1287057;Istoria megalomaniei - Pedro Arturo Aguirre
1281305;Set de constructie Momki, Camion de interventie
1252282;Magie si Mister intr-o Selectie de Exceptie (6 Carti)
1250924;Ceas de Dama Daniel Klein 8680161318774
1112132;Colorez primele desene 1
926939;Televizor LED Smart Samsung, 146 cm, 58J5200, Full HD
343434;"HDD extern WD My Book, 3TB, 3.5"", USB 3.0, Cloud Backup, Negru"
124115;Switch TP-LINK TL-SF1005D, 5 x 10/100Mbps
1327805;Sanie mare din plastic, Mappy, Rosu
1315359;Televizor SUHD Smart Samsung 65KS7002, 163 cm, 4K Ultra HD
1311970;Bustiera Puma PWRSHAPE Forever pentru femei, White, M
1311969;Bustiera Puma PWRSHAPE Forever pentru femei, White, S
1297056;Aragaz electric Hansa FCEW58210, 4 Zone de gatit, Cuptor electric, Clasa A, Alb
1295679;ESET Internet Security 2017, v10, 1 utilizator, 1 an, BOX, Retail
1295677;ESET NOD32 Antivirus 2017, v10, 1 utilizator, 1 an, BOX, Retail
1295515;Freza zapada Heinner Across GST52A, 1.5 KW
1295513;Unealta multifunctionala Heinner VUM001, 300 W
1294512;Povesti din Padurea Craciunului - Suzy Senior
1294385;Masinuta Hot Wheels, Barbie cu telecomanda, model 2
1291387;Card de memorie Sony MicroSD Performance UHS-I, 128GB, Class 10, R90MB/s + Breloc Ghostbusters
1291115;Rochie multicolora cu maneci lungi, Iska, 12
1291114;Rochie multicolora cu maneci lungi, Iska, 10
1281301;Set de constructie Momki, Vehicul de interventie
1281300;Set de constructie Momki, Autospeciala pentru interventie
1125412;Suport ergonomic baie Thermobaby, Mov
1069027;Istet De Mic! Primele Cuvinte 0-3 Ani RomanA-Engleza
914800;Animalele - Apasa si asculta
813867;Boxa portabila JBL GO, Black
545675;Cutie istet de mic! Vol 2 - Lumea animalelor - Bilingv roman-englez - 5 carticele
488411;Prima mea biblioteca. Bebe invata.
1315210;Bluza Joma Echipa Nationala pentru barbati, Blue/Red, XL
1315209;Pantaloni lungi Joma Echipa Nationala pentru barbati, Blue, M
1315207;Jacheta de ploaie Joma Echipa Nationala pentru barbati, Blue, XL
1311853;Tricou  Puma Evostripe 3D  pentru barbati, Black, L
1311852;Tricou  Puma Evostripe 3D  pentru barbati, Black, M
1297035;Lenjerie de pat Rabatt Ralex, pentru doua persoane, 72% bumbac/28% poliester, model Paris
1297034;Lenjerie de pat Rabatt Ralex, pentru doua persoane, 72% bumbac/28% poliester, model land mark
1295324;Sanatatea Are Gust - Ed A Ii A  - Dr Mihaela Bilic
1294384;Masinuta Hot Wheels, Barbie cu telecomanda, model 1
1294382;Set papusa Lisa cu accesorii si animalute, 30 cm
1291386;Card de memorie Sony MicroSD Performance UHS-I, 32GB, Class 10, R90MB/s + Breloc Ghostbusters
1291385;Card de memorie Sony MicroSD Performance UHS-I, 16GB, Class 10, R90MB/s + Breloc Ghostbusters
1291113;Rochie multicolora cu maneci lungi, Iska, 8
1291112;Rochie multicolora cu maneci lungi, Iska, 6
1281299;Set de constructie Momki, Masina pompier
1281298;Set de constructie Momki, Vehicul pompier
1229063;Set 3 Sosete Asics Real Lite Unisex, Real White, IV
885432;Scaun de birou Kring Hans, piele ecologica, Negru
837068;Scutece-chilotel Pampers 5 Junior 12-18 kg, 96 buc.
385305;Cearceaf absorbant Happy, 90x60 cm, 5 buc.
1315205;Jacheta de ploaie Joma Echipa Nationala pentru barbati, Blue, M
1315204;Jacheta de ploaie Joma Echipa Nationala pentru barbati, Blue, S
1315194;Tricou Joma Echipa Nationala pentru barbati, Yellow, L
1315193;Tricou Joma Echipa Nationala pentru barbati, Yellow, M
1311740;Tricou  Puma Active  pentru barbati, Grey, XL
1297033;Lenjerie de pat Rabatt Ralex, pentru doua persoane, 72% bumbac/28% poliester, model geometric, Bleu
1295322;Jamila Cuisine - Geanina Staicu – Avram
1295321;Super Food In Fiecare Zi  - Jamie Oliver
1295318;Si Vom Merge Toti In Infern - Fernando Vallejo
1295316;Supa De Incalzit Inima - Dr Mihaela Bilic
1295292;Lampa Fluss dreptunghiulara, 114 cm
1295291;Lampa Fluss ambientala, 50 cm
1295277;Revelatii despre sanatate din cer si de pe pamant - Tommy Rosa, Dr. Stephen Sinatra
1295276;Medicina buna - Patrick Holford
1294381;Set papusa Lisa cu accesorii doctor, 30 cm
1291384;Card de memorie Sony SD Performance UHS-I, 32GB, Class 10, R90MB/s + Breloc Ghostbusters
1291111;Rochie bleumarin de dantela cu maneci lungi, Iska, 16
1281297;Set de constructie Momki Tractor cu atas
1274515;Recipient pentru zahar 250 ml Castel Altom Design, portelan
1264731;Husa Capac Spate CELLULARLINE Clear Color Roz Apple iPhone 7
932684;"Set Capace Roata Carmax Energy 14"""
923051;Lenjerie de pat Marie Claire Clover Bouquet, 2 persoane, 100% bumbac ranforce
1327800;Sanie mica din plastic, Mappy, Verde
1315188;Bustiera Joma Bra pentru femei, Pink, M-L
1315187;Bustiera Joma Bra pentru femei, Pink, XS-S
1315162;Bustiera Joma Bra pentru femei, White, XS-S
1311739;Tricou  Puma Active  pentru barbati, Grey, L
1297032;Lenjerie de pat Rabatt Ralex, pentru doua persoane, 72% bumbac/28% poliester, model marin
1295275;Juiceman. Peste 100 de retete de sucuri aromate, smoothie-uri si feluri de mancare sanatoase pentru toata familia - Andrew Cooper
1295274;Anatomia alergarii - Joe Puleo, Dr. Patrick Milroy
1295273;Da mai departe - Catherine Ryan Hyde
1295272;Alexandru cel Mare - Jane Bingham
1295270;Depasirea de sine. Invidia si gelozia ca sanse pentru dezvoltarea personala - Verena Kast
1295269;Cum sa-ti controlezi anxietatea - Bret A. Moore
1295268;Misterul de la London Eye - Siobhan Dowd
1295267;Te las sa pleci - Clare Mackintosh
1295266;Cea mai norocoasa fata - Jessica Knoll
1295265;Viata e usoara, nu-ti face griji - Agnes Martin-Lugand
1295264;61 ore - Lee Child
1295263;Casa papusilor - M.J. Arlidge
1294380;Papusa interactiva Lisa, Zana, 30 cm
1291110;Rochie bleumarin de dantela cu maneci lungi, Iska, 14
1281288;Set Momki, Forme 3D pentru pasta de modelat
1250378;Ceas de Dama Fossil Stella ES3813
227633;Masina de cusut Singer Tradition 160, 10 Programe, 1500 imp/min, Alb
1315161;Bustiera Joma Bra pentru femei, Black, M-L
1315160;Bustiera Joma Bra pentru femei, Black, XS-S
1315132;Sosete Joma Pro Tennis pentru barbati, White, 39-42
1311738;Tricou  Puma Active  pentru barbati, Grey, M
1297031;Lenjerie de pat Rabatt Ralex, pentru doua persoane, 72% bumbac/28% poliester, model narcisa
1295262;Imblanzitorul de lei - Camilla Lackberg
1295261;Orizontul rasturnat - Marc Levy
1295252;"Laptop Dell Vostro 3558 cu procesor Intel® Core™ i5-5200U 2.20 GHz, Broadwell™, 15.6"", 4GB, 500GB, DVD-RW, Intel® HD Graphics 5500, Ubuntu Linux 14.04 SP1"
1295200;Acumulator extern Tuncmatik Energycard 1400, Lightning (cablu inclus), 1400 mAh, 50 gr, negru
1291109;Rochie bleumarin de dantela cu maneci lungi, Iska, 12
1288563;Bucatarie de joaca IMC, Minnie Mouse
1288559;Set de joaca IMC Minnie Mouse, Veterinar
1282705;Multifunctional Canon Pixma TS9050, A4, Negru
1281287;Set pasta de modelat Momki, Paine prajita delicioasa
1260317;Redresor baterii, All Ride Smart, 12V
1078488;Telefon mobil Lenovo Vibe S1 Lite, Dual SIM, 16GB, 4G, Blue
526054;Set Parker Stainless Steel: Stilou, pix, creion mecanic + caseta si punga cadou
290544;Fier de calcat Bosch Sensixx'x DA50 EditionRosso TDA503001P, Talpa Ceranium-Glissee, 3000 W, 0.35 l, 200 g/min, Negru/Rosu
1315129;Jambiere Joma Compression pentru barbati, Black/Fluor, L
1315117;Jacheta Joma Hybrid pentru barbati, Black, L
1300849;Lenjerie de pat Leunelle pentru doua persoane, 200 x 220 cm, imprimeu tip
1297030;Lenjerie de pat Rabatt Ralex, pentru doua persoane, 72% bumbac/28% poliester, college bleu
1295199;Acumulator extern Tuncmatik Energycard 1400, Micro USB (cablu inclus), 1400 mAh, 50 gr, negru
1295198;Incarcator priza Tuncmatik Flipcharger - Micro USB, 1 USB
1291353;Apa de Parfum Bvlgari Goldea, Femei, 50 ml
1291108;Rochie bleumarin de dantela cu maneci lungi, Iska, 10
1244209;Set filtre carbon Heinner FC-440GBK compatibile cu modelul HTCH-440GBK, 2buc/set
1213878;CAPTAIN AMERICA: CIVIL WAR [DVD] [2016]
1177543;Pachet Detergent Dero 2 in 1 Levantica, 6 kg & Balsam de rufe Coccolino Purple, 1.9 l
1060367;Tensiometru Omron M3 + Adaptor Priza, Alb/ Gri
469257;Scutece Pampers Premium Care 4 Mega Box, 104 buc
418630;Pila electronica Scholl Velvet Smooth Express Pedi
51142;Mousepad profesional SteelSeries QcK mini
1300848;Lenjerie de pat Leunelle pentru o persoana, 160 x 220 cm, imprimeu tip plasa
1300597;Masina de spalat rufe Samsung Eco Bubble WW60J4210LW/LE, 6 kg, 1200 RPM, A+++, 60 cm, Alb
1300596;Masina de spalat rufe Samsung Eco Bubble WW60J4260LW/LE, 6 kg, 1200 RPM, A+++, 60 cm, Alb
1299539;Invata cum sa devii un magnet pentru bani in 21 de Zile - Marie-Claire Carlyle
1297029;Lenjerie de pat Rabatt Ralex, pentru doua persoane, 72% bumbac/28% poliester, model liniar geometric
1297028;Lenjerie de pat Rabatt Ralex, pentru doua persoane, 72% bumbac/28% poliester, model arabesc
1291317;Ghete maro camel din piele nabuc, Zee Lane, 41
1291107;Rochie bleumarin de dantela cu maneci lungi, Iska, 8
1291106;Rochie bleumarin de dantela cu maneci lungi, Iska, 6
1131146;Sunt Imbatabil 8-9 ani - Editia de Vacanta
1091692;Cum sa ne spovedim - Ioan Krestiankin
1087794;Viata si minunile Cuvioasei Maicii noastre Parascheva cea noua si istoricul sfintelori ei moaste - Melchisedec Stefanescu
962145;Vintage. Carte De Colorat
717842;Cooler procesor Scythe Katana 4 SCKTN-4000, compatibil Socket T Intel/AMD
438603;Pungi alimentare FINO Zipper, 3 l, 12 buc
1326150;Casti PC Plantronics GameCom 318, Negru
1300595;Masina de spalat rufe Samsung Eco Bubble WW60J4060LW/LE, 6 kg, 1000 RPM, A+++, 60 cm, Alb
1300594;Masina de spalat rufe Samsung Add-Wash WW80K5210VW/LE, 8 kg, 1200 RPM, A+++, 60 cm, Alb
1299440;Ceas Smartwatch Samsung Gear S3, Classic, bratara clasica piele, IP68
1297027;Lenjerie de pat Rabatt Ralex, pentru doua persoane, 72% bumbac/28% poliester, college
1296547;Hanorac rosu cu fermoar Sappa, Jack Jones, M
1291311;Ghete maro camel din piele nabuc, Zee Lane, 40
1291104;Rochie albastru persan fara maneci si cu perforatii, Iska, 14
1144349;Figurina Transformers, One Step Changers, Springload
497285;Casti audio tip Dj Audio-Technica ATH-M50xWH, Alb
454926;Perie rotativa Rowenta CF9421D0, 800 W, Ionizare, Compact, Roz/Alb
376284;Apa de Toaleta Versace The Dreamer, Barbati, 100ml
288198;Tub evacuare hota Wpro 1.5 m, diametru 110 mm
244060;HDD WD Blue 1TB, 7200rpm, 64MB cache, SATA III
1326149;Casti PC Plantronics Audio 628, Negru
1326148;Casti PC Plantronics Audio 478, Negru
